page_id,NAME,ID,ALIGN,EYE,HAIR,SEX,LGBTQ,ALIVE,APPEARANCES,MONTH_FA,YEAR_FA,UNIVERSE
727087,Shorty (Masked Raider) (Earth-616),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,December,1939,Marvel
657434,Slick (Masked Raider) (Earth-616),No Dual Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,October,1939,Marvel
642961,Slug (John Crafton Gang) (Earth-616),No Dual Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,October,1939,Marvel
657447,Steve (Masked Raider) (Earth-616),No Dual Identity,Good Characters,NA,NA,Male Characters,FALSE,Living Characters,1,October,1939,Marvel
642808,Steve Enkel (Earth-616),No Dual Identity,Bad Characters,NA,NA,Male Characters,FALSE,Deceased Characters,1,October,1939,Marvel
461533,Sulani (Earth-616),No Dual Identity,Neutral Characters,NA,NA,Female Characters,FALSE,Living Characters,1,December,1939,Marvel
727086,Tex (Masked Raider) (Earth-616),NA,Bad Characters,NA,NA,Male Characters,FALSE,Deceased Characters,1,December,1939,Marvel
642960,Tim Roberts (Earth-616),No Dual Identity,Good Characters,NA,NA,Male Characters,FALSE,Living Characters,1,October,1939,Marvel
744957,Tom (EMT) (Earth-616),No Dual Identity,Neutral Characters,NA,NA,Male Characters,FALSE,Living Characters,1,December,1939,Marvel
642581,Trigger Bolo (Earth-616),No Dual Identity,Bad Characters,NA,NA,Male Characters,FALSE,Deceased Characters,1,October,1939,Marvel
641962,Tupat (Earth-616),No Dual Identity,Neutral Characters,NA,NA,Male Characters,FALSE,Living Characters,1,December,1939,Marvel
461517,Wal-Lah (Earth-616),No Dual Identity,Neutral Characters,NA,NA,NA,FALSE,Living Characters,1,October,1939,Marvel
461531,Zoro (Earth-616),No Dual Identity,Neutral Characters,NA,NA,Male Characters,FALSE,Living Characters,1,December,1939,Marvel
335174,1X (Earth-616),Public Identity,Good Characters,NA,Blond Hair,Male Characters,FALSE,Living Characters,1,March,1940,Marvel
335175,2X (Earth-616),Public Identity,Good Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,March,1940,Marvel
335177,3X (Earth-616),Public Identity,Good Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,March,1940,Marvel
441247,Abwama (Earth-616),No Dual Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,June,1940,Marvel
446024,Ali Hassan (Earth-616),No Dual Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,April,1940,Marvel
445722,Alveroz Monez (Earth-616),No Dual Identity,Bad Characters,NA,Bald,Male Characters,FALSE,Deceased Characters,1,February,1940,Marvel
448897,Anna Twisdon (Earth-616),No Dual Identity,Good Characters,NA,Blond Hair,Female Characters,FALSE,Living Characters,1,June,1940,Marvel
446378,Anson Dictor (Earth-616),No Dual Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,May,1940,Marvel
439265,Aorangi (Earth-616),No Dual Identity,Bad Characters,NA,NA,Male Characters,FALSE,Deceased Characters,1,March,1940,Marvel
447969,Ashok Sunga (Earth-616),No Dual Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,June,1940,Marvel
442148,Baldwin Drake (Earth-616),No Dual Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,September,1940,Marvel
448899,Balus (Earth-616),No Dual Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,June,1940,Marvel
444960,Banker Wells (Earth-616),NA,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,January,1940,Marvel
439244,Ben Wallis (Earth-616),No Dual Identity,Good Characters,NA,NA,Male Characters,FALSE,Living Characters,1,March,1940,Marvel
443011,Betty Crane (Earth-616),No Dual Identity,Good Characters,NA,Black Hair,Female Characters,FALSE,Living Characters,1,November,1940,Marvel
446372,Betty Nestor (Earth-616),No Dual Identity,Good Characters,NA,Blond Hair,Female Characters,FALSE,Living Characters,1,May,1940,Marvel
439708,Bill Dunn (Earth-616),Public Identity,Good Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,April,1940,Marvel
441241,Blackie Giles (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,June,1940,Marvel
448883,Bobbie Drew (Earth-616),No Dual Identity,Good Characters,NA,Brown Hair,Female Characters,FALSE,Living Characters,1,June,1940,Marvel
446021,Bolo (5th Dimension) (Earth-616),No Dual Identity,Bad Characters,NA,Bald,Male Characters,FALSE,Deceased Characters,1,April,1940,Marvel
441224,Boss Sapro (Earth-616),Public Identity,Bad Characters,NA,Bald,Male Characters,FALSE,Living Characters,1,May,1940,Marvel
741180,Brace (Masked Raider) (Earth-616),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,January,1940,Marvel
442814,Brains Borelli (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,November,1940,Marvel
441706,Bruno Varoz (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,August,1940,Marvel
438843,Butch (Angel Foe) (Earth-616),Secret Identity,Bad Characters,NA,Bald,Male Characters,FALSE,Deceased Characters,1,February,1940,Marvel
448863,Bwana Gambo (Earth-616),Secret Identity,Bad Characters,NA,White Hair,Male Characters,FALSE,Living Characters,1,April,1940,Marvel
748703,Captain Benson (Earth-616),No Dual Identity,Good Characters,NA,NA,Male Characters,FALSE,Living Characters,1,January,1940,Marvel
437197,Captain Ott (Earth-616),Secret Identity,Neutral Characters,NA,NA,Male Characters,FALSE,Living Characters,1,January,1940,Marvel
448887,Carl Formes (Earth-4096),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Deceased Characters,1,June,1940,Marvel
441658,Chadak (Earth-616),NA,Good Characters,NA,NA,Male Characters,FALSE,Living Characters,1,July,1940,Marvel
446421,Chester Orsen (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,May,1940,Marvel
449377,Clip Walton (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,August,1940,Marvel
448636,Daniel Bascom (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,March,1940,Marvel
449390,Diana Lanford (Earth-616),Public Identity,Good Characters,NA,Black Hair,Female Characters,FALSE,Living Characters,1,August,1940,Marvel
437867,Diane Carson (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,FALSE,Living Characters,1,January,1940,Marvel
447806,Doctor Narr (Earth-616),NA,Bad Characters,NA,White Hair,Male Characters,FALSE,Deceased Characters,1,June,1940,Marvel
448475,Drake Maluski (Earth-616),Secret Identity,Bad Characters,NA,Bald,Male Characters,FALSE,Deceased Characters,1,March,1940,Marvel
448877,Emil Gar (Earth-616),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Deceased Characters,1,June,1940,Marvel
439717,Fenton (Poacher) (Earth-616),NA,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,April,1940,Marvel
447758,Frances Dork (Earth-616),NA,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,June,1940,Marvel
448625,Fred Baxter (Earth-616),Public Identity,Good Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,March,1940,Marvel
448372,Fredrich Roth (Earth-616),Public Identity,Bad Characters,NA,Bald,Male Characters,FALSE,Deceased Characters,1,September,1940,Marvel
439702,Gabby Harris (Earth-616),NA,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,April,1940,Marvel
448885,Gale Brown (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,June,1940,Marvel
446448,Galu (Earth-616),NA,Good Characters,NA,NA,NA,FALSE,Living Characters,1,May,1940,Marvel
448857,George Sporvan (Earth-616),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Deceased Characters,1,April,1940,Marvel
442817,Gnorr (Earth-616),Secret Identity,Bad Characters,NA,NA,NA,FALSE,Living Characters,1,November,1940,Marvel
704249,Goettler (Earth-616),Public Identity,Good Characters,NA,Brown Hair,Male Characters,FALSE,Deceased Characters,1,March,1940,Marvel
444071,Gordon Sanders (Earth-616),NA,Neutral Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,December,1940,Marvel
448489,Green Terror (3Xs Foe) (Earth-616),Secret Identity,Bad Characters,Green Eyes,Green Hair,Male Characters,FALSE,Living Characters,1,March,1940,Marvel
442757,Grey Gidden (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,October,1940,Marvel
439249,Grimsey (Earth-616),Public Identity,Bad Characters,NA,Grey Hair,Male Characters,FALSE,Living Characters,1,March,1940,Marvel
450055,Harold Schmidt (Earth-616),Public Identity,Good Characters,NA,White Hair,Male Characters,FALSE,Living Characters,1,September,1940,Marvel
441639,Hook (Earth-616),NA,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,July,1940,Marvel
449747,Horace Vanderveer (Earth-616),Public Identity,Bad Characters,NA,White Hair,Male Characters,FALSE,Living Characters,1,August,1940,Marvel
442133,Jane Bradley (Earth-616),NA,Bad Characters,NA,Blond Hair,Female Characters,FALSE,Living Characters,1,September,1940,Marvel
448619,Janet Winslow (Earth-616),Public Identity,Good Characters,NA,Blond Hair,Female Characters,FALSE,Living Characters,1,March,1940,Marvel
438700,Jed Sirrah (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,January,1940,Marvel
450057,Joan Winters (Earth-616),Public Identity,Good Characters,NA,Blond Hair,Female Characters,FALSE,Living Characters,1,September,1940,Marvel
449393,Jose Abejaron (Earth-616),Public Identity,Good Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,August,1940,Marvel
439255,Kalph Belgri (Earth-616),No Dual Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,March,1940,Marvel
448853,Karl Barko (Earth-616),No Dual Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,April,1940,Marvel
445704,King Bolo (Earth-616),Public Identity,Good Characters,NA,White Hair,Male Characters,FALSE,Living Characters,1,February,1940,Marvel
448384,Kuu (Earth-616),Public Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,September,1940,Marvel
449021,Lemo Douglas (Earth-616),Public Identity,Bad Characters,NA,Bald,Male Characters,FALSE,Deceased Characters,1,August,1940,Marvel
445774,Lester Deeks (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,February,1940,Marvel
441244,Lester Drake (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,June,1940,Marvel
439715,Lily Saunders (Earth-616),No Dual Identity,Good Characters,NA,Blond Hair,Female Characters,FALSE,Living Characters,1,April,1940,Marvel
443014,Limpy Savoy (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,November,1940,Marvel
444073,Llhupa Sanders (Earth-616),Secret Identity,Neutral Characters,NA,Brown Hair,Female Characters,FALSE,Deceased Characters,1,December,1940,Marvel
441709,London Jack (Earth-616),Public Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,August,1940,Marvel
448386,Louise Carson (Earth-616),Public Identity,Good Characters,NA,Black Hair,Female Characters,FALSE,Living Characters,1,September,1940,Marvel
441455,Mad Doctor (Earth-616),Secret Identity,Bad Characters,NA,White Hair,Male Characters,FALSE,Deceased Characters,1,July,1940,Marvel
438838,Maizie (Earth-616),No Dual Identity,Good Characters,NA,Brown Hair,Female Characters,FALSE,Living Characters,1,February,1940,Marvel
440964,Mara Rice (Earth-616),Public Identity,Good Characters,NA,Black Hair,Female Characters,FALSE,Living Characters,1,May,1940,Marvel
752993,Markham Erickson (Earth-616),Public Identity,Good Characters,NA,White Hair,Male Characters,FALSE,Living Characters,1,November,1940,Marvel
449725,Martha Davis (Earth-616),Public Identity,Good Characters,NA,Brown Hair,Female Characters,FALSE,Living Characters,1,August,1940,Marvel
449764,Mary Carmody (Earth-616),Public Identity,Good Characters,NA,Brown Hair,Female Characters,FALSE,Living Characters,1,August,1940,Marvel
335262,Mary Edwards (Earth-616),NA,Good Characters,NA,Blond Hair,Female Characters,FALSE,Living Characters,1,April,1940,Marvel
437249,Mister Carson (Earth-616),Public Identity,Good Characters,NA,White Hair,Male Characters,FALSE,Deceased Characters,1,January,1940,Marvel
437879,Mister Ritton (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,January,1940,Marvel
448865,Mugno (Earth-616),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,April,1940,Marvel
441625,Nara Gale (Earth-616),Public Identity,Good Characters,NA,Brown Hair,Female Characters,FALSE,Living Characters,1,July,1940,Marvel
444978,Nick Bruno (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,January,1940,Marvel
449025,Olalla (Earth-616),Public Identity,Good Characters,NA,Black Hair,Female Characters,FALSE,Living Characters,1,August,1940,Marvel
448470,Otto Murdo (Earth-616),Public Identity,Bad Characters,NA,Bald,Male Characters,FALSE,Living Characters,1,March,1940,Marvel
448375,Pere Kauraka (Earth-616),Public Identity,Good Characters,NA,NA,Male Characters,FALSE,Living Characters,1,September,1940,Marvel
445031,Perrone (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,January,1940,Marvel
448671,Peter Vee (Earth-616),Public Identity,Bad Characters,NA,Bald,Male Characters,FALSE,Living Characters,1,April,1940,Marvel
448630,Phillip Blackwood (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,March,1940,Marvel
445706,Princess Tonka (Earth-616),Public Identity,Good Characters,NA,Brown Hair,Female Characters,FALSE,Living Characters,1,February,1940,Marvel
448382,Rangoo (Earth-616),Public Identity,Good Characters,NA,NA,Male Characters,FALSE,Living Characters,1,September,1940,Marvel
449723,Ratoga (Earth-616),NA,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,August,1940,Marvel
446004,Red Corker (Earth-616),Public Identity,Bad Characters,NA,Red Hair,Male Characters,FALSE,Deceased Characters,1,April,1940,Marvel
440962,Red Skelton (Earth-616),No Dual Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,May,1940,Marvel
448482,Regean Lexico (Earth-616),Public Identity,Neutral Characters,NA,NA,Male Characters,FALSE,Living Characters,1,March,1940,Marvel
438847,Richard Gardner (Earth-616),Public Identity,Good Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,February,1940,Marvel
441648,Rita Grey (Earth-616),Public Identity,Good Characters,NA,Black Hair,Female Characters,FALSE,Living Characters,1,July,1940,Marvel
440955,Roglo (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,May,1940,Marvel
445684,Roudo (Earth-616),Public Identity,Bad Characters,NA,Bald,Male Characters,FALSE,Deceased Characters,1,February,1940,Marvel
437919,Sacred One (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,January,1940,Marvel
439705,Sam Marvin (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,April,1940,Marvel
449962,Samson (Strongman) (Earth-616),Public Identity,Bad Characters,NA,Bald,Male Characters,FALSE,Living Characters,1,September,1940,Marvel
449396,Satokata Matsu (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,August,1940,Marvel
446016,Sator (Earth-616),NA,Good Characters,NA,NA,NA,FALSE,Living Characters,1,April,1940,Marvel
442812,Sheila Mason (Earth-616),Public Identity,Good Characters,NA,Black Hair,Female Characters,FALSE,Living Characters,1,November,1940,Marvel
441457,Shep Mason (Earth-616),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,July,1940,Marvel
443004,Simon Crane (Earth-616),Public Identity,Good Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,November,1940,Marvel
450059,Simon Sendach (Earth-616),Public Identity,Bad Characters,NA,Bald,Male Characters,FALSE,Deceased Characters,1,September,1940,Marvel
446366,Spike Green (Earth-616),No Dual Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,May,1940,Marvel
444968,Spot (Earth-616),NA,Good Characters,NA,White Hair,Male Characters,FALSE,Living Characters,1,January,1940,Marvel
442395,Stephen Morgan (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,October,1940,Marvel
438088,Steve Hardy (Earth-616),No Dual Identity,Neutral Characters,NA,NA,Male Characters,FALSE,Living Characters,1,January,1940,Marvel
448880,Theo Chevalier (Earth-616),Secret Identity,Bad Characters,NA,White Hair,Male Characters,FALSE,Living Characters,1,June,1940,Marvel
442807,Toro (Atlantean) (Earth-616),Public Identity,Neutral Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,November,1940,Marvel
754132,Turgo (Earth-616),Secret Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Deceased Characters,1,April,1940,Marvel
641963,Tuta (Earth-616),NA,Good Characters,NA,NA,Female Characters,FALSE,Living Characters,1,January,1940,Marvel
449762,Ulan Bator (Earth-616),Public Identity,Bad Characters,NA,Bald,Male Characters,FALSE,Deceased Characters,1,August,1940,Marvel
439711,Voice (Drug Dealer) (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,April,1940,Marvel
448902,Willard Thomas (Earth-616),Secret Identity,Bad Characters,NA,White Hair,Male Characters,FALSE,Living Characters,1,June,1940,Marvel
448632,Wing Po (Earth-616),No Dual Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,March,1940,Marvel
449721,Zeelmo (Earth-616),Secret Identity,Bad Characters,NA,Bald,Male Characters,FALSE,Deceased Characters,1,August,1940,Marvel
441633,Zoor (Earth-616),No Dual Identity,Bad Characters,Red Eyes,No Hair,Male Characters,FALSE,Living Characters,1,July,1940,Marvel
90942,Ak (Earth-616),No Dual Identity,Good Characters,One Eye,NA,Male Characters,FALSE,Deceased Characters,1,March,1941,Marvel
451556,Alec Wright (Earth-616),No Dual Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,March,1941,Marvel
466873,Anthony Coswell (Earth-616),No Dual Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,December,1941,Marvel
461624,Ape (Challenger Foe) (Earth-616),Secret Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,December,1941,Marvel
246276,Armand Vitrioli (Earth-616),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,May,1941,Marvel
452985,Basil Drake (Earth-616),No Dual Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,May,1941,Marvel
339953,Benson (WWII) (Earth-616),No Dual Identity,Bad Characters,NA,Blond Hair,Male Characters,FALSE,Deceased Characters,1,April,1941,Marvel
452525,BlackJack (Human Torch Foe) (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,March,1941,Marvel
454051,C.J. Miller (Earth-616),Secret Identity,Bad Characters,NA,White Hair,Male Characters,FALSE,Deceased Characters,1,July,1941,Marvel
708695,Cecilia Johnson (Earth-616),Public Identity,Neutral Characters,NA,Blond Hair,Female Characters,FALSE,Living Characters,1,December,1941,Marvel
452987,Chandi (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,May,1941,Marvel
89966,Charles Manor (Earth-616),NA,NA,NA,NA,NA,FALSE,Living Characters,1,March,1941,Marvel
246261,Charles McArthur (Earth-616),NA,Bad Characters,NA,NA,Male Characters,FALSE,Deceased Characters,1,October,1941,Marvel
455002,Chips Brant (Earth-616),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,September,1941,Marvel
466538,Colonel Rand (Earth-616),Secret Identity,Bad Characters,NA,White Hair,Male Characters,FALSE,Deceased Characters,1,December,1941,Marvel
90028,Commissioner Regan (Earth-616),NA,NA,NA,NA,NA,FALSE,Living Characters,1,March,1941,Marvel
708689,Corbin (Earth-616),Public Identity,Neutral Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,December,1941,Marvel
468112,Dacio (Earth-616),Public Identity,Bad Characters,NA,No Hair,Male Characters,FALSE,Deceased Characters,1,December,1941,Marvel
708702,Daglio (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,December,1941,Marvel
458802,Daka (Earth-616),Public Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,October,1941,Marvel
454784,Dame Kackle (Earth-616),Secret Identity,Bad Characters,NA,White Hair,Female Characters,FALSE,Living Characters,1,August,1941,Marvel
708679,Danny Dougherty (Earth-616),Public Identity,Neutral Characters,NA,NA,Male Characters,FALSE,Living Characters,1,June,1941,Marvel
453249,Doctor Grimm (Earth-616),Public Identity,Bad Characters,NA,Bald,Male Characters,FALSE,Deceased Characters,1,June,1941,Marvel
468107,Doctor Howard (Earth-616),Secret Identity,Bad Characters,Black Eyes,NA,Male Characters,FALSE,Living Characters,1,December,1941,Marvel
458819,Doctor Hyde (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,October,1941,Marvel
451449,Doctor Lorrof (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,January,1941,Marvel
453268,Doctor Smart (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,June,1941,Marvel
461632,Doctor Weems (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,December,1941,Marvel
466541,Don Reinman (Earth-616),Secret Identity,Bad Characters,NA,White Hair,Male Characters,FALSE,Living Characters,1,December,1941,Marvel
452176,Dram (Earth-616),Public Identity,Bad Characters,NA,Grey Hair,Male Characters,FALSE,Deceased Characters,1,April,1941,Marvel
90023,Dum-Dum (Earth-616),NA,NA,NA,NA,NA,FALSE,Living Characters,1,March,1941,Marvel
451925,Eileen Conroy (Earth-616),Public Identity,Good Characters,NA,Brown Hair,Female Characters,FALSE,Living Characters,1,April,1941,Marvel
454791,Emil Frank (Earth-616),Public Identity,Good Characters,NA,White Hair,Male Characters,FALSE,Deceased Characters,1,August,1941,Marvel
18560,Enric Zagnar (Earth-616),NA,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,November,1941,Marvel
454800,Ethan Allen (Earth-616),Public Identity,Good Characters,NA,NA,Male Characters,FALSE,Living Characters,1,August,1941,Marvel
459467,Fritz Sternberg (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,November,1941,Marvel
451655,Garvey Lang (Earth-616),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Deceased Characters,1,March,1941,Marvel
90991,Gholla (Earth-616),NA,NA,NA,NA,Male Characters,FALSE,Deceased Characters,1,March,1941,Marvel
453256,Goro (Earth-616),Secret Identity,Bad Characters,NA,Red Hair,Male Characters,FALSE,Deceased Characters,1,June,1941,Marvel
451467,Gos Carlton (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,February,1941,Marvel
458817,Grosso (Earth-616),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,FALSE,Deceased Characters,1,October,1941,Marvel
90979,Gru (Earth-616),NA,NA,NA,NA,Male Characters,FALSE,Deceased Characters,1,March,1941,Marvel
452906,Hag (Human Torch Foe) (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Female Characters,FALSE,Deceased Characters,1,May,1941,Marvel
453382,Hawk Rivers (Earth-616),Public Identity,Bad Characters,NA,Bald,Male Characters,FALSE,Living Characters,1,June,1941,Marvel
452730,Heinie Mayers (Earth-616),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Deceased Characters,1,April,1941,Marvel
249638,Henry Sanders (Earth-616),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,November,1941,Marvel
89818,Herr Kameleon (Earth-616),NA,NA,NA,NA,NA,FALSE,Living Characters,1,March,1941,Marvel
459478,J.P. Evans (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,November,1941,Marvel
453263,John Crutherss (Earth-616),Public Identity,Bad Characters,NA,White Hair,Male Characters,FALSE,Deceased Characters,1,June,1941,Marvel
455004,John Scott (Earth-616),Public Identity,Good Characters,NA,White Hair,Male Characters,FALSE,Deceased Characters,1,September,1941,Marvel
460396,John Smithers (Earth-616),NA,Bad Characters,NA,White Hair,Male Characters,FALSE,Deceased Characters,1,December,1941,Marvel
451661,John Storm (Earth-616),Public Identity,Good Characters,NA,White Hair,Male Characters,FALSE,Deceased Characters,1,March,1941,Marvel
90997,Kag (Earth-616),NA,NA,NA,NA,Male Characters,FALSE,Living Characters,1,March,1941,Marvel
456965,Kai-Mak (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Deceased Characters,1,September,1941,Marvel
451477,Karl Schwab (Earth-616),No Dual Identity,Bad Characters,NA,Bald,Male Characters,FALSE,Deceased Characters,1,February,1941,Marvel
452702,Kelse Fenton (Earth-616),Secret Identity,Bad Characters,NA,Blond Hair,Male Characters,FALSE,Living Characters,1,April,1941,Marvel
454233,Khor (Earth-616),Secret Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,August,1941,Marvel
459425,King (Human Torch Foe) (Earth-616),Secret Identity,Bad Characters,NA,Blond Hair,Male Characters,FALSE,Deceased Characters,1,November,1941,Marvel
460558,Kirk Hendrick (Earth-616),Public Identity,Bad Characters,NA,Grey Hair,Male Characters,FALSE,Living Characters,1,December,1941,Marvel
454847,Kurt Mueller (Earth-616),Secret Identity,Bad Characters,Brown Eyes,NA,Male Characters,FALSE,Deceased Characters,1,September,1941,Marvel
708692,Lance Johnson (Earth-616),Public Identity,Neutral Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,December,1941,Marvel
454853,Lens (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,September,1941,Marvel
466543,Leonard Schaefer (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,December,1941,Marvel
458808,Lonu-Ne (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,October,1941,Marvel
455128,Lord Wotonby (Earth-616),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Deceased Characters,1,September,1941,Marvel
454962,Lucius Hall (Earth-616),Secret Identity,Bad Characters,NA,White Hair,Male Characters,FALSE,Living Characters,1,September,1941,Marvel
453138,Mad Gargoyle (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,June,1941,Marvel
453283,Mad Violinist (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,June,1941,Marvel
89963,Major Croy (Earth-616),NA,NA,NA,NA,NA,FALSE,Living Characters,1,March,1941,Marvel
89824,Major Fields (Earth-616),NA,NA,NA,NA,NA,FALSE,Living Characters,1,March,1941,Marvel
